time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,DeviceOrientation,Event
2013-11-05 23:45:17.109,25,2.5,40.68937,-73.95137,16.78375,6.48,171.4341,12,10,1383713116,0.100296,-0.1858521,-1.059937,20.6782,-46.50327,-13.42751,190.7563,203.8175,15,0.5847585,-0.3196342,0.2117381,-0.09035328,0.0665349,0.2373637,0.594816,-0.5192409,0.2424828,0.06968622,0.0271332,-0.3271101,5,0
2013-11-05 23:45:17.208,26,2.6,40.68937,-73.95137,16.78375,6.48,171.4341,12,10,1383713116,0.1400604,-0.3356323,-1.196823,20.53851,-46.7121,-13.96942,190.866,203.9272,15,-0.03482749,0.2719897,0.05641454,-0.09050253,0.070131,0.2255749,-0.1396386,0.2995468,0.0532262,0.1139375,-0.1107754,-0.1209309,5,0
2013-11-05 23:45:17.308,27,2.7,40.68937,-73.95137,16.78375,6.48,171.4341,12,10,1383713116,0.1280975,-0.1385956,-0.8853455,20.71311,-45.70273,-16.1032,190.9321,203.9933,15,0.04699867,-0.267931,0.2045939,-0.08004004,0.06464019,0.2183868,-0.02903896,-0.2823742,0.2039384,0.08572751,0.09942178,0.04836709,5,0
2013-11-05 23:45:17.408,28,2.8,40.68937,-73.95137,16.78375,6.48,171.4341,12,10,1383713116,0.07073975,-0.2915649,-1.210678,20.64326,-46.39886,-16.50964,191.0641,204.1253,15,-0.177244,-0.251621,0.1704524,-0.06645447,0.03049395,0.2203394,-0.1589747,-0.4885897,0.1453566,0.04092661,-0.08783564,-0.01658896,5,0
2013-11-05 23:45:17.509,29,2.9,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.05508423,-0.2596893,-0.9716492,19.90985,-45.73752,-16.47577,191.2959,204.3571,15,0.0003118562,0.5504515,-0.01421729,-0.04943645,0.05310186,0.2274639,0.06179646,0.08976387,-0.0722914,0.02923816,0.017164,-0.05473498,5,0
2013-11-05 23:45:17.608,30,3,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.06410217,-0.1793365,-0.909668,19.4209,-45.31979,-17.76281,189.6791,202.7403,15,-0.1811711,0.04029309,-0.3327124,-0.05650215,0.1038006,0.2094356,-0.1935949,0.2706285,-0.2560424,-0.02336252,0.0001136431,0.02024687,5,0
2013-11-05 23:45:17.708,31,3.1,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.2153168,-0.225235,-1.045654,20.81785,-46.0159,-18.91438,190.3774,203.4387,15,0.259488,0.4815616,-0.08692797,-0.09295297,0.1246717,0.1800914,0.1620691,0.2927272,-0.1477959,0.1627267,-0.1391178,-0.2285663,5,0
2013-11-05 23:45:17.808,32,3.2,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,-0.01449585,-0.309494,-0.9855042,21.30679,-47.54739,-19.59174,189.6498,202.711,15,-0.235082,-0.3064223,-0.1275393,-0.1026073,0.1452086,0.1850416,-0.2044144,-0.3719831,-0.171814,-0.1130386,-0.1338837,0.07379556,5,0
2013-11-05 23:45:17.909,33,3.3,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.1231232,-0.2316895,-0.8905029,21.48141,-47.37341,-20.57395,190.3488,203.4101,15,0.0515114,0.274128,0.03251081,-0.1015159,0.1342714,0.1685172,0.08719066,0.08154909,0.009765314,-0.0707537,0.01163859,-0.05419726,5,0
2013-11-05 23:45:18.008,34,3.4,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.3777161,-0.1876678,-1.277252,21.30678,-47.75632,-21.55618,188.9672,202.0285,15,-0.008278436,0.03130013,0.0682981,-0.1052553,0.1597577,0.1297087,-0.3605199,0.05649273,-0.003634763,0.07065089,-0.1613652,-0.09802341,5,0
2013-11-05 23:45:18.108,35,3.5,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.1912537,-0.2153168,-0.9944611,22.04019,-47.79111,-22.19968,188.7945,201.8557,15,-0.3621652,-0.08997144,-0.3006307,-0.1090533,0.1833269,0.1321323,-0.4156733,0.06199497,-0.3304231,-0.06132789,-0.08182909,0.2389084,5,0
2013-11-05 23:45:18.208,36,3.6,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.2314148,-0.1757965,-0.8793793,22.4942,-47.89548,-22.43676,190.0182,203.0794,15,0.1458848,-0.3185756,-0.1660167,-0.1166455,0.1312746,0.1479086,0.2530288,-0.4848865,-0.1095156,0.06181556,-0.01985113,0.1160388,5,0
2013-11-05 23:45:18.308,37,3.7,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,0.05259705,-0.3664398,-1.02832,22.21482,-48.66125,-21.08199,190.6926,203.7539,15,0.750479,-0.9138552,-0.008146876,-0.1241318,0.06541998,0.1642129,0.6897738,-1.067816,-0.008332124,0.02650954,-0.177909,-0.2834463,5,0
2013-11-05 23:45:18.409,38,3.8,40.68933,-73.95136,15.71451,5.8,171.4341,12,10,1383713117,-0.1006622,-0.2241516,-0.8062439,20.60831,-49.00934,-19.32081,191.3595,204.4208,15,-0.2706073,-0.08190525,0.2360884,-0.1164387,0.01554863,0.1810432,-0.3378405,-0.175266,0.2518885,-0.09418183,-0.01856784,0.2319811,5,0
2013-11-05 23:45:18.509,39,3.9,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.01338196,-0.2238312,-0.9574127,20.0146,-49.04413,-19.35468,191.5352,204.5964,15,-0.167704,0.218172,-0.108323,-0.1282405,-0.002295828,0.1722912,-0.1985578,0.100475,-0.2230912,-0.05186109,-0.08489229,0.01985992,5,0
2013-11-05 23:45:18.608,40,4,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.06326294,-0.2967529,-0.8591461,21.16707,-49.35739,-19.38856,192.2212,205.2825,15,0.02281583,0.3035711,-0.2061766,-0.1279542,0.002466666,0.1760162,0.221691,0.06395219,-0.1969721,0.04554508,-0.1178142,-0.03188761,5,0
2013-11-05 23:45:18.709,41,4.1,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.07191467,-0.3111877,-1.231796,20.7829,-49.87952,-19.49017,191.0959,204.1571,15,-0.2284571,0.2465325,-0.7322793,-0.1433754,0.04000581,0.1415619,-0.3088103,0.2923685,-0.562682,0.01880033,-0.1675194,-0.1843945,5,0
2013-11-05 23:45:18.809,42,4.2,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.3975677,-0.1073303,-0.9298248,21.83063,-49.1138,-20.23527,191.9947,205.0559,15,0.09524476,0.232797,0.1506034,-0.1902069,0.06102809,0.1431654,0.194425,0.1104348,0.1299685,0.417005,0.03032636,-0.07233022,5,0
2013-11-05 23:45:18.909,43,4.3,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,-0.08177185,-0.1384735,-0.9561462,22.59897,-48.62653,-19.62562,192.6264,205.6877,15,0.02979225,0.06753563,0.3514957,-0.1606321,0.06694627,0.1393011,-0.1740695,0.08825192,0.4084443,-0.09522471,0.01308809,0.1029936,5,0
2013-11-05 23:45:19.011,44,4.4,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,-0.1721649,-0.1763153,-0.9960938,20.99247,-47.93039,-19.76112,191.8569,204.9182,15,-0.2002535,-0.1582677,0.08817593,-0.1397427,0.0463051,0.1412089,-0.2524124,-0.2887204,0.104104,-0.1788234,-0.03150116,0.06799537,5,0
2013-11-05 23:45:19.109,45,4.5,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.1466522,-0.1898804,-0.861145,20.71307,-47.99997,-20.37075,192.1994,205.2607,15,0.6624081,-0.002067945,-0.1077861,-0.148544,0.0226942,0.1758567,0.7055104,-0.11078,-0.1369876,0.08150905,-0.03079786,0.02605628,5,0
2013-11-05 23:45:19.212,46,4.6,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.1613312,-0.1497955,-0.5784302,23.12282,-48.24362,-19.32081,194.7915,207.8527,15,-0.4268259,-0.0286138,0.0176232,-0.1551024,0.02011716,0.1961529,-0.2451212,-0.1043923,-0.02829079,0.1636653,0.04861148,0.3848915,5,0
2013-11-05 23:45:19.320,47,4.7,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.1669312,-0.2261047,-1.45726,23.19266,-47.40829,-19.32081,194.8337,207.895,15,0.02080621,0.4014215,-0.1530322,-0.1497889,0.03104361,0.1355597,-0.06937345,0.4316857,-0.1113975,0.09534477,-0.0831016,-0.4564594,5,0
2013-11-05 23:45:19.416,48,4.8,40.68926,-73.95135,16.8089,5.19,171.4341,12,10,1383713118,0.0453186,-0.1497192,-0.8763733,22.49417,-47.19943,-19.99821,194.1898,207.2511,15,0.2049388,0.5650163,0.2150609,-0.1513923,0.0396225,0.1499922,0.344825,0.2258459,0.2782886,0.1378346,0.01316948,-0.1432294,5,0
2013-11-05 23:45:19.511,49,4.9,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,-0.03926086,-0.1000214,-0.7255249,22.28462,-46.57294,-20.06594,194.017,207.0782,15,-0.2558709,-0.1577334,0.1554825,-0.1424156,0.05295834,0.1591671,0.1899277,0.09609905,0.2033744,-0.06199959,0.01397992,0.1830732,5,0
2013-11-05 23:45:19.624,50,5,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,0.05735779,-0.1590271,-1.069534,22.59893,-47.02545,-20.77721,194.0792,207.1405,15,0.9290888,-0.1407526,-0.285962,-0.1473263,0.04847312,0.1401602,0.7539275,-0.05617765,-0.4742131,-0.1112724,-0.05901347,-0.1979506,5,0
2013-11-05 23:45:19.710,51,5.1,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,0.05557251,-0.2471161,-0.8691864,23.71649,-47.93042,-19.82885,195.2134,208.2746,15,-0.8456042,0.3783955,0.01889033,-0.1694006,0.05356077,0.1750175,-0.7204607,0.1333265,-0.0709953,0.01374995,-0.04911068,0.343724,5,0
2013-11-05 23:45:19.808,52,5.2,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,0.2729492,-0.1683502,-1.123291,23.85619,-48.48734,-20.16753,194.5454,207.6067,15,0.6610099,-0.001257012,0.02274606,-0.1769421,0.05130951,0.1596541,0.6990688,-0.2031273,-0.09807856,0.1737763,-0.01608741,-0.271509,5,0
2013-11-05 23:45:19.921,53,5.3,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,-0.02238464,-0.3189545,-0.7359467,24.51975,-48.87024,-20.26917,195.4688,208.53,15,-0.758851,0.1109907,0.1226601,-0.1596283,0.03443597,0.1647404,-0.7708172,-0.09984565,0.1313122,0.003268414,-0.1394248,0.3453274,5,0
2013-11-05 23:45:20.009,54,5.4,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,0.3422241,-0.1455994,-0.7792511,24.83408,-48.97464,-20.43851,195.4282,208.4894,15,-0.2743178,-0.5577543,-0.2621014,-0.1714893,0.03742081,0.1541379,-0.2299541,-0.4284814,-0.3318081,0.1952855,-0.04433243,0.1751051,5,0
2013-11-05 23:45:20.111,55,5.5,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,-0.08305359,-0.2209625,-1.398956,22.63387,-48.10443,-21.21749,194.165,207.2262,15,-0.4025427,0.2359987,0.4977848,-0.1537082,0.003681566,0.1061091,-0.651428,0.03003968,0.6116052,0.2169965,-0.0630047,-0.2883306,5,0
2013-11-05 23:45:20.224,56,5.6,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,0.001083374,-0.2224121,-0.786026,20.95751,-47.33865,-22.84321,193.1369,206.1982,15,-0.02459882,0.2200397,0.04287556,-0.1372541,-0.00311298,0.1287878,0.05317346,0.02759804,0.05863856,0.004353674,-0.0897381,0.1862936,5,0
2013-11-05 23:45:20.309,57,5.7,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,0.06690979,-0.2702637,-0.8358765,22.07507,-48.17404,-21.48844,193.8852,206.9465,15,0.2191774,0.2550006,-0.008988967,-0.1420842,0.006417904,0.1495465,0.1760172,0.1996023,-0.02061762,0.03717184,-0.1323366,0.1038697,5,0
2013-11-05 23:45:20.414,58,5.8,40.68921,-73.95134,16.4476,5.53,171.4341,12,10,1383713119,0.05717468,-0.2920685,-0.6366577,22.17986,-47.99997,-21.38683,194.2763,207.3375,15,0.02220464,0.2060078,-0.01441383,-0.1402094,0.0118811,0.1711036,0.2728969,0.1454004,0.03021617,0.06603619,-0.1318541,0.2305824,5,0
2013-11-05 23:45:20.517,59,5.9,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.1054535,-0.4415741,-1.003311,22.31956,-48.48727,-21.52232,193.889,206.9503,15,-0.1145007,0.2854102,-0.195732,-0.1393131,0.02517869,0.162289,0.002834403,0.18997,-0.04116439,0.08503333,-0.2432381,-0.0203345,5,0
2013-11-05 23:45:20.609,60,6,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.2974243,-0.262558,-1.369659,23.15775,-47.99997,-21.59005,194.0039,207.0651,15,0.2260291,-0.2635251,0.3792887,-0.1516613,0.05944527,0.1772497,0.221917,-0.2857085,0.3500236,0.3879164,-0.03192892,-0.415264,5,0
2013-11-05 23:45:20.712,61,6.1,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,-0.1317291,-0.3586884,-0.9064178,21.97031,-47.02542,-21.11588,194.3089,207.3702,15,-0.1002869,-0.08417134,0.5264454,-0.1193154,0.02384721,0.2004783,0.06036184,-0.2436381,0.5157905,-0.1176667,-0.146626,0.01487956,5,0
2013-11-05 23:45:20.815,62,6.2,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.01901245,-0.2420044,-0.9546356,20.95753,-47.06024,-22.03036,194.1921,207.2534,15,0.4447314,-0.1763529,-0.02074549,-0.108885,0.005149255,0.1940395,0.4494834,-0.2726396,-0.04850923,-0.1645832,-0.06723138,-0.1404838,5,0
2013-11-05 23:45:20.911,63,6.3,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.1966095,-0.2802277,-1.21077,20.71307,-46.81656,-21.99648,194.7076,207.7688,15,0.3774016,0.2126667,-0.2132353,-0.1174803,0.013354,0.1715645,-0.1057046,0.4165336,-0.1770066,0.1018479,-0.1165989,-0.06365814,5,0
2013-11-05 23:45:21.009,64,6.4,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.2610016,-0.2519836,-0.7337799,22.59895,-47.86078,-21.38685,195.8078,208.8691,15,0.244034,0.009127718,0.1620395,-0.125864,0.01588093,0.196568,0.4268699,-0.1731378,0.06436679,0.3055468,-0.07538631,0.09599067,5,0
2013-11-05 23:45:21.123,65,6.5,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.1264801,-0.2404785,-1.038361,21.27185,-47.23425,-21.59007,195.0937,208.155,15,0.1417276,0.04140124,0.1560474,-0.1125783,0.02312354,0.1883546,-0.05726358,0.07749006,-0.09401526,-0.1937636,-0.04510275,0.0403854,5,0
2013-11-05 23:45:21.209,66,6.6,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.09109497,-0.141861,-1.107864,20.92262,-47.72153,-22.47066,194.4816,207.5429,15,0.2808516,0.2328767,-0.1719672,-0.1167963,0.03300581,0.1674306,-0.389167,0.5354398,-0.4089513,-0.07909293,-0.1920084,0.08414251,5,0
2013-11-05 23:45:21.309,67,6.7,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,0.05975342,-0.2416687,-1.065918,22.17989,-47.65195,-22.13197,195.2462,208.3074,15,-0.60044,0.694602,0.1351773,-0.1191499,0.03577111,0.1629261,-0.7200771,0.5478208,0.08186974,0.02823248,-0.1309609,0.1811177,5,0
2013-11-05 23:45:21.414,68,6.8,40.68915,-73.95132,15.57321,5.8,171.4341,12,10,1383713120,-0.01422119,-0.3104553,-0.8145142,22.11004,-47.37347,-22.47068,195.1264,208.1876,15,0.3591587,-0.1634188,0.04537387,-0.1106239,0.02766192,0.1863644,0.5547196,-0.419103,0.05480846,-0.02139638,-0.1350555,0.05487921,5,0
2013-11-05 23:45:21.523,69,6.9,40.68913,-73.95132,17.21213,6.3,171.4341,12,10,1383713121,0.06793213,-0.2237396,-1.171555,22.14497,-47.33865,-22.77551,194.5778,207.639,15,0.1724466,0.3383405,-0.3211389,-0.1154736,0.03951196,0.1542929,-0.8847511,0.6101159,-0.2808026,-0.1161046,-0.08389788,0.1752307,5,0
2013-11-05 23:45:21.616,70,7,40.68913,-73.95132,17.21213,6.3,171.4341,12,10,1383713121,0.3399048,-0.2819672,-1.471161,22.94823,-47.99997,-22.132,196.8038,209.8651,15,1.041984,-0.5679548,-0.2638055,-0.1256911,0.04922909,0.1532606,0.6645168,-0.2303856,-0.330288,0.1183445,-0.0963774,-0.3928473,5,0
2013-11-05 23:45:21.724,71,7.1,40.68913,-73.95132,17.21213,6.3,171.4341,12,10,1383713121,0.09472656,-0.2840118,-1.015274,21.37666,-48.31329,-22.30134,194.2446,207.3059,15,0.5317203,-0.1077076,-0.4675366,-0.1009365,0.0303604,0.1815212,0.4973539,-0.08653403,-0.4756233,-0.1937364,-0.1358192,-0.3252174,5,0
2013-11-05 23:45:21.810,72,7.2,40.68913,-73.95132,17.21213,6.3,171.4341,12,10,1383713121,0.3513031,-0.2864685,-1.031128,23.26257,-49.00943,-21.96265,195.1241,208.1854,15,-0.6518787,0.7515928,0.1513184,-0.1276639,0.05752593,0.1608231,-0.7797219,0.6052247,0.1652082,0.325282,-0.0981243,0.02145849,5,0
2013-11-05 23:45:21.909,73,7.3,40.68913,-73.95132,17.21213,6.3,171.4341,12,10,1383713121,0.175705,-0.2470245,-0.8987427,24.27536,-48.83539,-22.40296,195.8866,208.9479,15,0.8700819,-0.2770678,0.006808638,-0.1272052,0.05699787,0.1819261,0.8527735,-0.461086,-0.04169155,0.100101,-0.05181805,-0.2032655,5,0
